idx,rsmi,psmi,ea,dh
13778,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]([N:7]1[C@:5](/[C:4](=[N:3]/[H:8])[H:10])([H:11])[C:6]1([H:12])[H:13])[H:9],89.07032554437640,19.7349224011807
13779,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]1[N:3]([H:8])[C@:4]2([H:9])[C@@:5]([H:11])([C:6]2([H:12])[H:13])[N:7]1[H:10],92.1104704582275,-7.42679779932837
13780,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]=[N:7][C:6]([C@@:5]1([H:11])[N:3]([H:8])[C:4]1([H:9])[H:10])([H:12])[H:13],51.33226942693500,5.29980255500012
13781,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]=[N:7][C:6]([C:5](/[C:4](=[N:3]/[H:8])[H:10])([H:9])[H:11])([H:12])[H:13],49.79240354457130,-12.5454467828519
13782,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]([C:2]1=[N:3][C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12)[H:8],49.058161029219,16.7905946707254
13783,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[N:3](=[C:4]([H:9])[H:10])[H:8].[O:1]=[C:2]=[N:7][C:5](=[C:6]([H:12])[H:13])[H:11],50.6332487194897,6.198654308777140
13784,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]1/[C:2](=[N:7]/[C:6]([C:5](=[C:4]([H:9])[H:10])[H:11])([H:12])[H:13])[N:3]1[H:8],69.67892377050770,64.24220701144870
13785,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C-:5]2[C:6]([H:12])([H:13])[N+:7]12[H:11],62.32496147310350,47.450077891869
13786,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[C:5]1([H:11])=[N:7][C:6]1([H:12])[H:13].[N:3](=[C:4]([H:9])[H:10])[H:8].[O+:1]#[C-:2],77.9912357140017,56.56108170843330
13787,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[N:3](=[C:4](/[C@@:5]1([H:11])[C:6]([H:12])([H:13])[N:7]1[H:9])[H:10])\[H:8].[O+:1]#[C-:2],101.210438115936,27.4375953086288
13788,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O-:1][N+:7]#[C:2][N:3]([C:4]([C:5](=[C:6]([H:12])[H:13])[H:11])([H:9])[H:10])[H:8],96.2237570513891,59.572020103842800
13789,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[H:8][H:13].[O:1]=[C:2]=[N:3][C:4]([C@@:5]1([H:11])[C:6]([H:12])=[N:7]1)([H:9])[H:10],78.3422010569062,34.755566172569300
13790,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]([C@@:2]12[N:3]([H:8])[C@:4]1([H:10])[C@@:5]1([H:11])[C:6]([H:12])([H:13])[N:7]21)[H:9],120.609917918013,71.0935082474288
13791,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]([N:3]([C:4]([H:9])([H:10])[H:12])[H:8])[N:7]1[C:5]([H:11])=[C:6]1[H:13],93.9494248892979,52.2111886643524
13792,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O-:1][C+:2]([N:3]([C:4](=[C:5]([H:10])[H:11])[H:9])[H:8])[N:7]=[C:6]([H:12])[H:13],77.29941453439360,-1.4079061926202900
13793,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C:5][C:6]([H:12])([H:13])[N:7]1[H:11],62.32943373331220,45.097221666880300
13794,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[H:9][H:10].[O-:1][C:2]1=[N+:7]2[C@@:5]([H:11])([C-:4]=[N+:3]1[H:8])[C:6]2([H:12])[H:13],72.8626914505163,54.945165481155900
13795,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1](/[C:2](=[C:3](/[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[N:7]1)[H:10])[H:9])[H:8],35.879037066854300,-18.8629113166453
13796,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@:3]([C:4](=[C:5]([H:12])[H:13])[H:11])([H:10])[N:7]=[C:6]1[H:14])[H:8],40.912925196352500,-18.4706722487065
13797,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[C-:2]12[C@@:3]3([H:10])[C@@:4]4([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N+:7]234.[O:1]([H:8])[H:9],64.70994251202120,61.7215255388579
13798,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@:3]2([H:10])[C@@:4]3([H:11])[C@:5]2([H:12])[C@:6]1([H:14])[N:7]3[H:13])[H:8],78.74559185084480,16.795351718322
13799,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[C:2]([H:9])=[C:3]([H:10])[N:7]12)[H:8],69.7529017867855,-3.3443523142447200
13800,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C:3][C@@:4]2([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]2[H:10])[H:8],56.358727940717,50.284189368094600
13801,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:6]1([H:14])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@@:4]([H:11])([C:5]1([H:12])[H:13])[N:7]23)[H:8],43.8183913364435,-15.2357088859839
13802,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[H:8][H:12].[O:1]=[C:2]([C@@:3]1([H:10])[C@@:4]2([H:11])[C:5]([H:13])=[C:6]([H:14])[N:7]12)[H:9],59.90035067473370,19.362842560622
13803,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4][C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]2[H:11])[H:8],56.630948596573900,49.30089108465220
13804,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]([H:11])([C:5]([H:12])([H:13])[C:6]1)[N:7]2[H:14])[H:8],63.1637188558206,41.9960492704079
13805,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C:3]([H:10])=[N+:7]2[C-:4]([H:11])[C:5]([H:12])([H:13])[C@@:6]12[H:14])[H:8],61.496201279067700,39.0898501663439
13806,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C:2](=[C:3]([H:9])[H:10])[C@:6]1([H:14])[C:5]([H:12])([H:13])[C:4]([H:11])=[N:7]1)[H:8],92.20419324683780,-24.1837704016538
13807,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@:4]([C:5][H:13])([H:11])[N:7]2[C:6]1([H:12])[H:14])[H:8],81.85649497050290,54.799756283294700
13808,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]([C@@:3]1([H:10])[C:4]([H:11])=[N:7]1)([C:6](=[C:5]([H:12])[H:13])[H:14])[H:9])[H:8],68.6551790647387,-2.66293661145199
13809,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]=[C:2]([C@:6]1([H:14])[C:5]([H:12])([H:13])[C@:4]2([H:11])[C:3]([H:8])([H:10])[N:7]21)[H:9],64.2531319452079,-17.4586028741345
13810,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C+:2]([C@@:3]1([H:10])[C-:4]([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[N:7]1)[H:9])[H:8],57.0585731249313,24.213926700432900
13811,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]=[C:2]([C:3]([C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[N:7]1)([H:8])[H:10])[H:9],61.638671399011700,-33.9238010096767
13812,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1](/[C:2](=[C:6](/[C:5]([C@:4]1([H:11])[C:3]([H:10])=[N:7]1)([H:12])[H:13])[H:14])[H:9])[H:8],29.909091365924000,-7.61294908847143
13813,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]([C:3][H:10])([C@:6]1([H:14])[C:5]([H:12])([H:13])[C:4]([H:11])=[N:7]1)[H:9])[H:8],66.1045746665064,61.3369531100047
13814,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[H:8][H:9].[O:1]=[C:2]1[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23,77.2947957316134,2.61631452480932
13815,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8],[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:11])([H:13])[N:7]2[C@:6]1([C:5][H:12])[H:14])[H:8],79.6404674391813,71.068521024821
13816,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:4](=[C:5]1[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11].[N:1]([C:2](=[O:3])[H:12])([H:8])[H:9],89.78498555884500,23.764511326601900
13817,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C-:2]=[O+:3][C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],96.9801494817527,52.471164021227
13818,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C@:2]1([H:11])[O:3][C@@:4]1([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)[H:10])([H:8])[H:9],88.4944170817205,44.0151326880837
13819,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2]([O:3][C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)=[C:4]([H:10])[H:11])([H:8])[H:9],80.3647674503799,29.6602573908472
13820,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])/[C:4](=[C:5](\[C:6]([O:7][H:11])([H:13])[H:14])[H:12])[H:10])([H:8])[H:9],49.91061856945970,-6.772189586670330
13821,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[H:8][H:9].[N:1](=[C:2]=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11],89.9318274159425,17.3759874325682
13822,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:6](=[O:7])([H:13])[H:14].[N:1]([C:2](=[O:3])[C:5](=[C:4]([H:10])[H:11])[H:12])([H:8])[H:9],62.6999285620258,-1.31854546733928
13823,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)[H:10].[N:1]([C:2](=[O:3])[H:11])([H:8])[H:9],93.6334487554113,84.9584911394444
13824,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:4](=[C:5]([C:6]([O:7][H:9])([H:13])[H:14])[H:12])([H:10])[H:11].[N:1](=[C:2]=[O:3])[H:8],29.7731701844695,-1.1200366612843600
13825,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:2](=[O:3])=[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)[H:10].[N:1]([H:8])([H:9])[H:11],64.3616398549224,31.4284582730864
13826,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2]([O:3][C:6]([C:5](=[O:7])[H:12])([H:13])[H:14])=[C:4]([H:10])[H:11])([H:8])[H:9],37.7771677153336,9.63595840875817
13827,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[O:7][C:6]([C:5](=[C:4]([H:10])[H:11])[H:12])([H:13])[H:14])([H:8])[H:9],48.3704216527257,-16.6713925805506
13828,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:4](=[C:5]([C:6](=[O:7])[H:14])[H:12])([H:10])[H:11].[N:1]([C:2](=[O:3])[H:13])([H:8])[H:9],72.03465788460770,-7.487005806120320
13829,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1](/[C:2]([O:3][H:11])=[C:4](/[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)[H:10])([H:8])[H:9],63.6565243819132,26.868784620432700
13830,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:2](=[O:3])=[C:4]([H:10])[H:11].[N:1]([C:6]([C:5](=[O:7])[H:12])([H:13])[H:14])([H:8])[H:9],45.5037583405588,13.524729716560200
13831,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O+:3][O-:7])[C:4]([C:5](=[C:6]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9],99.26771543001740,76.73318989258
13832,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:10])[H:11].[N:1](=[C:2]=[O:3])[H:9],71.8365980555321,4.205872253127860
13833,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C:5]([O+:7]=[C-:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:8])[H:9],74.72239612374480,42.8890814463422
13834,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C@@:5]([C:6][H:14])([O:7][H:13])[H:12])([H:10])[H:11])([H:8])[H:9],66.58478170549150,63.1199283176023
13835,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1](=[C:2](/[O:3][H:9])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])\[H:8],40.32200872216270,15.1479780231297
13836,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:2]1(=[O:3])[C:4]([H:10])([H:11])[C@@:5]2([H:12])[C@:6]1([H:14])[O:7]2.[N:1]([H:8])([H:9])[H:13],74.7904161722946,38.5862034657827
13837,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C:5](=[O+:7][C-:6]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9],50.8578042191437,38.4568233090835
13838,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C-:5]=[O+:7][C:6]([H:12])([H:13])[H:14])([H:10])[H:11])([H:8])[H:9],69.7372626776225,32.1441294016605
13839,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N+:1]([C:2](=[O:3])[C:4]([C:5](=[C:6]([H:13])[H:14])[H:12])([H:10])[H:11])([O-:7])([H:8])[H:9],90.6203829286458,58.4151386902724
13840,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])/[C:4](=[C:5](/[O:7][C:6]([H:11])([H:13])[H:14])[H:12])[H:10])([H:8])[H:9],80.1268966224601,-10.213576885667700
13841,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:5]1([H:11])([H:12])[C:6]([H:13])([H:14])[O:7]1.[N:1]([C:2]([O-:3])=[C+:4][H:10])([H:8])[H:9],93.101087288202,87.6000747970888
13842,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C:2](=[O:3])[C:4]([C:5][C:6]([O:7][H:12])([H:13])[H:14])([H:10])[H:11])([H:8])[H:9],64.3513128422536,60.561005979788100
13843,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1]([C-:2]=[O+:3][C:5]1([H:12])[C:4]([H:10])([H:11])[O:7][C:6]1([H:13])[H:14])([H:8])[H:9],81.02521140307440,52.27774393441530
13844,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[N:1](=[C:2]1/[O:3][C:6]([H:13])([H:14])[C@:5]([O:7][H:8])([H:12])[C:4]1([H:10])[H:11])\[H:9],67.7460843383047,-0.13111196108974
13845,[N:1]([C:2](=[O:3])[C:4]([C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:10])[H:11])([H:8])[H:9],[C:6](=[O:7])([H:13])[H:14].[N:1]([C@:2]12[O:3][C@@:5]1([H:12])[C:4]2([H:10])[H:11])([H:8])[H:9],77.7290819217592,71.4019943775087
13846,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C:2]([H:11])([H:12])[C:3]2([C:4]([H:13])([H:14])[C:5]2([H:15])[H:16])[C:6][C:7]1([H:10])[H:17],62.2871111121294,31.7511928997443
13847,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:3]12[C@@:4]([H:14])([C:5]1([H:15])[H:16])[C:6]2=[C:7]([H:13])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],81.7160940159625,5.46673975196718
13848,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]([H:11])[H:12])([H:8])[H:9].[C:3]([C:4]([H:10])([H:13])[H:14])(=[C:5]([H:15])[H:16])[C:6]#[C:7][H:17],72.23244949794270,10.722453593884200
13849,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([C:4](=[C:5]([H:15])[H:16])[H:14])=[C:6]=[C:7]([H:13])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10],81.74094084522,-13.674495188473200
13850,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]1([H:8])([H:9])[C:2]([H:11])([H:12])[C:3]2([C:4]([H:13])([H:14])[C:5]2([H:15])[H:16])[C:6]1=[C:7]([H:10])[H:17],80.6523494449009,-8.00737552299307
13851,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]1=[C:6]=[C:7]([H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],68.0215925028531,21.690435415158200
13852,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C+:3]1[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]1=[C-:7][H:17])([H:11])[H:12])([H:8])([H:9])[H:10],56.28720630230580,46.6159557697214
13853,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]1([C:7](=[C:6])[H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],57.513771634140800,46.1701475430264
13854,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:12])[C:3]2([C:4]([H:13])([H:14])[C:5]2([H:15])[H:16])[C:6]1=[C:7]([H:11])[H:17])([H:8])([H:9])[H:10],71.60832979111390,5.47108067916517
13855,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]([H:11])[H:12])([H:8])[H:9].[C:3]1(=[C:6]=[C:7]([H:10])[H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16],48.1935127099786,23.884994522585700
13856,[C:1]([C:2]([C:3]1([C:6]#[C:7][H:17])[C:4]([H:13])([H:14])[C:5]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([C:5]([C:4]([C-:3]=[C:6]=[C+:7][H:17])([H:13])[H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],90.39235235048440,46.57089236784
